iter	Logloss
409	0.09158703078
410	0.09157235472
411	0.09154419409
412	0.09152966449
413	0.09150622077
414	0.09149296999
415	0.09146959501
416	0.09145438676
417	0.09141381293
418	0.09139834009
419	0.09137282403
420	0.09130670704
421	0.09129306
422	0.09125395492
423	0.09123439867
424	0.09121331303
425	0.09120444628
426	0.09118436981
427	0.0911718897
428	0.09115182063
429	0.0911258621
430	0.09111397394
431	0.09110136478
432	0.09107069434
433	0.09105421767
434	0.09104022536
435	0.09102958992
436	0.09101866586
437	0.091002168
438	0.09100215335
439	0.09098860126
440	0.09097512881
441	0.09095718113
442	0.09094721077
443	0.09093688275
444	0.09091425338
445	0.09088498165
446	0.09086886985
447	0.09085444938
448	0.09082956098
449	0.0908138651
450	0.09079859424
451	0.09078720028
452	0.09076788293
453	0.09074203897
454	0.09073402199
455	0.09071869282
456	0.09070109733
457	0.09067672544
458	0.09067146589
459	0.09066454952
460	0.09065605902
461	0.09064714901
462	0.09063104936
463	0.09060653755
464	0.09057985846
465	0.09056606219
466	0.09055703062
467	0.09053833564
468	0.09052496783
469	0.09049015267
470	0.09047534073
471	0.09045878979
472	0.09043911563
473	0.0904291996
474	0.09040710429
475	0.09038235676
476	0.09037259641
477	0.09033573867
478	0.09030396924
479	0.0902751337
480	0.09026518057
481	0.0902521431
482	0.09025210171
483	0.09022835363
484	0.09020534966
485	0.09018668812
486	0.0901787454
487	0.0901546931
488	0.09014502129
489	0.09013136188
490	0.09011202617
491	0.09008761505
492	0.09006115087
493	0.09004736249
494	0.0900010387
495	0.08998146721
496	0.08994594056
497	0.08991069488
498	0.08990093669
499	0.08986971377
500	0.08984327881
501	0.08983057586
502	0.08981163427
503	0.08978402908
504	0.08975061632
505	0.08971760746
506	0.08969842611
507	0.08968925304
508	0.0896773886
509	0.08965899076
510	0.08965069213
511	0.08961206335
512	0.08959345255
513	0.08958082597
514	0.08956737414
515	0.08953591101
516	0.0895053456
517	0.0894949608
518	0.0894797752
519	0.08944870422
520	0.08942973616
521	0.08941585258
522	0.08940205374
523	0.08937864531
524	0.08935745051
525	0.08934919953
526	0.08933661244
527	0.0893185374
528	0.08930554113
529	0.08929372102
530	0.08926033493
531	0.08924770073
532	0.0892245506
533	0.08920724991
534	0.08918646437
535	0.08917838965
536	0.08916468885
537	0.08915007796
538	0.08913639209
539	0.08912005262
540	0.08910054786
541	0.08909386143
542	0.08906560104
543	0.08903931454
544	0.08901850351
545	0.08899658016
546	0.08897421516
547	0.08895476622
548	0.08894068368
549	0.08891413654
550	0.0889043522
551	0.08887822339
552	0.08885601929
553	0.08884327601
554	0.08882868764
555	0.08881191385
556	0.08878839447
557	0.08877203449
558	0.08874442656
559	0.08872086554
560	0.08870156296
561	0.08868432155
562	0.08866493112
563	0.08865558378
564	0.08863945405
565	0.08862117808
566	0.08860386573
567	0.08857738578
568	0.08855813392
569	0.08854036856
570	0.08852491344
571	0.08850050435
572	0.08847739028
573	0.08846493392
574	0.08843586514
575	0.08842470921
576	0.08840854588
577	0.08837562359
578	0.08834476474
579	0.08831940533
580	0.08830259103
581	0.08828243408
582	0.08827035055
583	0.08826107727
584	0.08824539498
585	0.0882228716
586	0.08821174151
587	0.08819839846
588	0.08817154323
589	0.08815054783
590	0.08812943126
591	0.08811813271
592	0.08810029959
593	0.08807686586
594	0.0880615305
595	0.08802341199
596	0.08800113933
597	0.08798624476
598	0.0879634996
599	0.08792233938
600	0.08792234607
601	0.08790318237
602	0.08787965583
603	0.08786404511
604	0.08786395502
605	0.08784601002
606	0.08784125342
607	0.08782646817
608	0.0878086986
609	0.0877876948
610	0.08777475373
611	0.08775245508
612	0.0877394169
613	0.08772354926
614	0.08769677379
615	0.08768933726
616	0.08767290075
617	0.08765105577
618	0.08763338887
619	0.08761019377
620	0.08760050218
621	0.08759041587
622	0.08757314487
623	0.08755033169
624	0.08754469884
625	0.08752772857
626	0.08752764198
627	0.08752758182
628	0.08751766974
629	0.08749964975
630	0.08749312855
631	0.08747064415
632	0.087456624
633	0.08744041769
634	0.08743063688
635	0.08743054935
636	0.08742818682
637	0.08741728035
638	0.08739789506
639	0.08738386765
640	0.08738137108
641	0.08736705502
642	0.08736036446
643	0.08734367165
644	0.08732546356
645	0.08731042926
646	0.08730681353
647	0.08728808173
648	0.08727205924
649	0.08725378122
650	0.08722973865
651	0.08721000221
652	0.08718745289
653	0.08717818458
654	0.08716134759
655	0.08714446445
656	0.08713303784
657	0.08711584413
658	0.08710908017
659	0.08709165241
660	0.08707683254
661	0.08706709387
662	0.08703507079
663	0.0870179278
664	0.08700358449
665	0.08698591331
666	0.08696838314
667	0.08694023735
668	0.0869127086
669	0.08690278901
670	0.08689017223
671	0.08687787661
672	0.08686689201
673	0.08685926488
674	0.08684993657
675	0.08683379831
676	0.08682421737
677	0.08680499613
678	0.08678791216
679	0.08677615148
680	0.08676328291
681	0.0867464384
682	0.08673798366
683	0.08671029613
684	0.08669686673
685	0.08668197075
686	0.08666668268
687	0.0866519207
688	0.08664397964
689	0.08663699152
690	0.08662800073
691	0.08662051432
692	0.08660765458
693	0.08658987188
694	0.08656827743
695	0.0865451194
696	0.08652983232
697	0.08651800878
698	0.08650114317
699	0.08649354778
700	0.08647685298
701	0.08646213377
702	0.08644808332
703	0.08644394467
704	0.08642375702
705	0.08641000863
706	0.08639150758
707	0.08636424138
708	0.08634864793
709	0.0863390614
710	0.08632200052
711	0.08631010044
712	0.08629403933
713	0.08628305339
714	0.0862696299
715	0.08625462446
716	0.0862439272
717	0.08623120658
718	0.08621111373
719	0.0862045678
720	0.08619286259
721	0.08618092352
722	0.08617173963
723	0.08615259303
724	0.08614166468
725	0.08612615093
726	0.08611954164
727	0.08610781621
728	0.08608260763
729	0.08606992622
730	0.08604667579
731	0.08603517005
732	0.08601402408
733	0.0860014159
734	0.08598250032
735	0.08597210938
736	0.08595685708
737	0.08593662519
738	0.08592483741
739	0.08591936479
740	0.08590706775
741	0.08589311298
742	0.0858849164
743	0.08586167666
744	0.08583935574
745	0.0858285907
746	0.08581655209
747	0.08580433667
748	0.08578890396
749	0.08576281871
750	0.08574349142
751	0.08573062988
752	0.08570783247
753	0.08569550592
754	0.08567348512
755	0.08566469544
756	0.08564394084
757	0.08563049729
758	0.08560378847
759	0.08558724207
760	0.08555511784
761	0.0855551067
762	0.0855438435
763	0.08553739521
764	0.08552986876
765	0.085523904
766	0.08550238214
767	0.08549235977
768	0.08547482153
769	0.0854514846
770	0.08543612054
771	0.08542002554
772	0.08540952643
773	0.08539498158
774	0.08538098397
775	0.08537451109
776	0.08536075112
777	0.08533927067
778	0.08532541666
779	0.08531768075
780	0.08530358558
781	0.08529531634
782	0.08528637295
783	0.08527265177
784	0.08526174729
785	0.08524348571
786	0.08523242274
787	0.08521968624
788	0.08521283639
789	0.08520162845
790	0.08518320832
791	0.08517755562
792	0.08516414486
793	0.08514557094
794	0.08513573383
795	0.0851116049
796	0.08510311529
797	0.08510032332
798	0.08508721954
799	0.08507822428
800	0.08506303025
801	0.08505416781
802	0.0850348199
803	0.08502675741
804	0.08501123868
805	0.08499272142
806	0.08497486504
807	0.08496626372
808	0.08495755503
809	0.08493333321
810	0.08492770626
811	0.08491512691
812	0.08489060211
813	0.08487498455
814	0.08484510622
815	0.08482405754
816	0.08481037571
817	0.0848051231
818	0.08479550254
819	0.08477528846
820	0.08476488632
821	0.08475169726
822	0.08475166829
823	0.08473847122
824	0.08473044682
825	0.08472171153
826	0.08471052606
827	0.08469595562
828	0.08468236948
829	0.08467006585
830	0.08466431618
831	0.08466030407
832	0.0846490144
833	0.08464153705
834	0.08462781835
835	0.08460928255
836	0.08459942727
837	0.08458698376
838	0.08457431419
839	0.08456513121
840	0.08455176564
841	0.08454087225
842	0.08454087225
843	0.08453136026
844	0.08451316359
845	0.08450176061
846	0.08448591464
847	0.08446458752
848	0.08445213996
849	0.08443870421
850	0.08442443806
851	0.08441725296
852	0.08440475899
853	0.08438169581
854	0.0843665146
855	0.08435347839
856	0.08434906659
857	0.08433246248
858	0.08431251765
859	0.08430226061
860	0.08428842986
861	0.08427360481
862	0.08427054008
863	0.08425185256
864	0.08423989011
865	0.08422010995
866	0.08419042536
867	0.08417347697
868	0.08415761109
869	0.08415102103
870	0.08413823557
871	0.08412089048
872	0.0841100058
873	0.08409389103
874	0.08408448745
875	0.08406994404
876	0.08405352829
877	0.08403552637
878	0.08402047278
879	0.08400769959
880	0.0839923924
881	0.08398278576
882	0.08397120223
883	0.08394875543
884	0.08393017226
885	0.083913582
886	0.08389456632
887	0.08388342384
888	0.08387343519
889	0.08386072959
890	0.08383491958
891	0.08382409339
892	0.08381698671
893	0.08380039132
894	0.0837910031
895	0.08377516924
896	0.08376697721
897	0.08375000835
898	0.08373970674
899	0.0837184976
900	0.08370253664
901	0.08369242217
902	0.0836642478
903	0.08365463882
904	0.08363968989
905	0.08362579117
906	0.08360676964
907	0.08358545938
908	0.08357016164
909	0.0835600866
910	0.08354150808
911	0.08352773558
912	0.0835005155
913	0.08348992824
914	0.0834783541
915	0.08346839063
916	0.08345385613
917	0.08343649621
918	0.08342093861
919	0.08340508205
920	0.08339288841
921	0.08338095269
922	0.08336861989
923	0.08335758847
924	0.08334828334
925	0.08333762263
926	0.08333088803
927	0.08331510236
928	0.08330205024
929	0.08328809333
930	0.08327436599
931	0.08326022782
932	0.0832511129
933	0.0832366584
934	0.08322929316
935	0.0832115453
936	0.08320013449
937	0.08317588591
938	0.08315365725
939	0.08313960508
940	0.08311421204
941	0.0831047292
942	0.0830963727
943	0.08307790593
944	0.08307791166
945	0.0830605242
946	0.0830504293
947	0.08304239377
948	0.08302934464
949	0.08300986907
950	0.08299806117
951	0.0829819641
952	0.08297263949
953	0.08295736263
954	0.08294211718
955	0.08292337516
956	0.08290265633
957	0.08289575453
958	0.08287819955
959	0.08287067169
960	0.08285676801
961	0.0828397358
962	0.0828280842
963	0.0828177514
964	0.08280915628
965	0.08279314137
966	0.08278023445
967	0.08276453976
968	0.08276051675
969	0.08274663663
970	0.08273708808
971	0.08272691296
972	0.08271229097
973	0.08270150516
974	0.0826818669
975	0.08267129619
976	0.08266256918
977	0.08264809578
978	0.08263482689
979	0.08262332659
980	0.08261117222
981	0.08260568444
982	0.08259475935
983	0.08258350264
984	0.0825588034
985	0.08254796447
986	0.08253545882
987	0.08251845435
988	0.08250267914
989	0.08249188506
990	0.08247792999
991	0.0824656756
992	0.08245495887
993	0.08244428682
994	0.08242752748
995	0.08241629974
996	0.08239786127
997	0.08238899718
998	0.08238136648
999	0.08237651306
